# arm,agents,ticks,arrived,crowd_blocked,unreachable,turnaround,walls,expansions,scoped_replans,replay
escal,864,437,864,0,0,1,ok,2370057,2200,replay=match
stallcool,864,439,864,0,0,1,ok,2489577,2232,replay=match
queue2spread,864,469,864,0,0,1,ok,1996296,114,replay=match
canonical,880,2506,880,0,0,1,ok,1754588,0,replay=single
cool,880,389,880,0,0,1,ok,2758660,2633,replay=match
escal,880,431,880,0,0,1,ok,2413626,2170,replay=match
stallcool,880,448,880,0,0,1,ok,2478599,2171,replay=match
queue2spread,880,469,880,0,0,1,ok,2036748,114,replay=match
canonical,896,2489,896,0,0,1,ok,1774405,0,replay=single
cool,896,433,896,0,0,1,ok,2860411,2651,replay=match
escal,896,484,896,0,0,1,ok,2390531,2143,replay=match
stallcool,896,461,896,0,0,1,ok,2507960,2106,replay=match
queue2spread,896,469,896,0,0,1,ok,2055473,114,replay=match
canonical,912,2504,912,0,0,1,ok,1776748,0,replay=single
cool,912,405,912,0,0,1,ok,2894321,2747,replay=match
escal,912,511,912,0,0,1,ok,2404371,2287,replay=match
stallcool,912,451,912,0,0,1,ok,2501593,2025,replay=match
queue2spread,912,469,912,0,0,1,ok,2056979,114,replay=match
canonical,928,2434,928,0,0,1,ok,1787135,0,replay=single
cool,928,453,928,0,0,1,ok,2925707,2868,replay=match
escal,928,494,928,0,0,1,ok,2401027,2311,replay=match
stallcool,928,438,928,0,0,1,ok,2489876,2075,replay=match
queue2spread,928,469,928,0,0,1,ok,2068482,114,replay=match
canonical,944,2707,944,0,0,1,ok,1829645,0,replay=single
cool,944,465,944,0,0,1,ok,3118100,3111,replay=match
escal,944,478,944,0,0,1,ok,2570757,2509,replay=match
stallcool,944,565,944,0,0,1,ok,2579322,2301,replay=match
queue2spread,944,466,944,0,0,1,ok,2114467,112,replay=match
canonical,960,2813,960,0,0,1,ok,1889484,0,replay=single
cool,960,493,960,0,0,1,ok,3137619,3050,replay=match
escal,960,510,960,0,0,1,ok,2692231,2575,replay=match
stallcool,960,488,960,0,0,1,ok,2624701,2162,replay=match
queue2spread,960,457,960,0,0,1,ok,2168326,111,replay=match
canonical,976,2922,976,0,0,1,ok,1929852,0,replay=single
cool,976,438,976,0,0,1,ok,3170385,2853,replay=match
escal,976,464,976,0,0,1,ok,2729424,2513,replay=match
stallcool,976,492,976,0,0,1,ok,2671829,2212,replay=match
queue2spread,976,474,976,0,0,1,ok,2210799,122,replay=match
canonical,992,2881,992,0,0,1,ok,1974844,0,replay=single
cool,992,449,992,0,0,1,ok,3213891,2898,replay=match
escal,992,494,992,0,0,1,ok,2747261,2555,replay=match
stallcool,992,500,992,0,0,1,ok,2761901,2450,replay=match
queue2spread,992,457,992,0,0,1,ok,2256203,123,replay=match
canonical,1008,2936,1008,0,0,1,ok,2018359,0,replay=single
cool,1008,437,1008,0,0,1,ok,3332755,2910,replay=match
escal,1008,474,1008,0,0,1,ok,2777543,2484,replay=match
stallcool,1008,515,1008,0,0,1,ok,2777913,2402,replay=match
queue2spread,1008,474,1008,0,0,1,ok,2300271,126,replay=match
canonical,1024,2904,1024,0,0,1,ok,2038379,0,replay=single
cool,1024,457,1024,0,0,1,ok,3341678,2859,replay=match
escal,1024,510,1024,0,0,1,ok,2841791,2674,replay=match
stallcool,1024,574,1024,0,0,1,ok,2864348,2687,replay=match
queue2spread,1024,521,1024,0,0,1,ok,2300796,112,replay=match
